id,content,score,created_at,updated_at,user_id,lego_set_id
1201,이것은 리뷰입니다,5,2020-05-28 08:35:26.355100,2020-05-28 08:35:26.355100,609,11260
1202,이것은 리뷰입니다,4,2020-05-28 08:35:26.365041,2020-05-28 08:35:26.365041,611,11260
1203,이것은 리뷰입니다,4,2020-05-28 08:35:26.373347,2020-05-28 08:35:26.373347,613,11260
1204,이것은 리뷰입니다,4,2020-05-28 08:35:26.390302,2020-05-28 08:35:26.390302,618,11260
1205,이것은 리뷰입니다,4,2020-05-28 08:35:26.407256,2020-05-28 08:35:26.407256,625,11260
1206,이것은 리뷰입니다,3,2020-05-28 08:35:26.416232,2020-05-28 08:35:26.416232,626,11260
1207,이것은 리뷰입니다,4,2020-05-28 08:35:26.430195,2020-05-28 08:35:26.430195,630,11260
1208,이것은 리뷰입니다,4,2020-05-28 08:35:26.500008,2020-05-28 08:35:26.500008,659,11260
1209,이것은 리뷰입니다,4,2020-05-28 08:35:26.564837,2020-05-28 08:35:26.564837,687,11260
1210,이것은 리뷰입니다,4,2020-05-28 08:35:26.573811,2020-05-28 08:35:26.573811,689,11260
1211,이것은 리뷰입니다,4,2020-05-28 08:35:26.589769,2020-05-28 08:35:26.589769,694,11260
1212,이것은 리뷰입니다,5,2020-05-28 08:35:26.620693,2020-05-28 08:35:26.620693,703,11260
1213,이것은 리뷰입니다,4,2020-05-28 08:35:26.633660,2020-05-28 08:35:26.633660,707,11260
1214,이것은 리뷰입니다,5,2020-05-28 08:35:26.655600,2020-05-28 08:35:26.655600,713,11260
1215,이것은 리뷰입니다,4,2020-05-28 08:35:26.736383,2020-05-28 08:35:26.736383,739,11260
1216,이것은 리뷰입니다,4,2020-05-28 08:35:26.749349,2020-05-28 08:35:26.749349,742,11260
1217,이것은 리뷰입니다,4,2020-05-28 08:35:26.926918,2020-05-28 08:35:26.926918,804,11260
1218,이것은 리뷰입니다,4,2020-05-28 08:35:26.960827,2020-05-28 08:35:26.960827,818,11260
1219,이것은 리뷰입니다,4,2020-05-28 08:35:26.969803,2020-05-28 08:35:26.969803,819,11260
1220,이것은 리뷰입니다,4,2020-05-28 08:35:27.010202,2020-05-28 08:35:27.010202,835,11260
1221,이것은 리뷰입니다,4,2020-05-28 08:35:27.051093,2020-05-28 08:35:27.051093,852,11260
1222,이것은 리뷰입니다,5,2020-05-28 08:35:27.082084,2020-05-28 08:35:27.082084,866,11260
1223,이것은 리뷰입니다,4,2020-05-28 08:35:27.100037,2020-05-28 08:35:27.100037,872,11260
1224,이것은 리뷰입니다,5,2020-05-28 08:35:27.119948,2020-05-28 08:35:27.119948,879,11260
1225,이것은 리뷰입니다,4,2020-05-28 08:35:27.163864,2020-05-28 08:35:27.163864,896,11260
1226,이것은 리뷰입니다,4,2020-05-28 08:35:27.186769,2020-05-28 08:35:27.186769,903,11260
1227,이것은 리뷰입니다,4,2020-05-28 08:35:27.192986,2020-05-28 08:35:27.192986,905,11260
1228,이것은 리뷰입니다,4,2020-05-28 08:35:27.206942,2020-05-28 08:35:27.206942,909,11260
1229,이것은 리뷰입니다,4,2020-05-28 08:35:27.219833,2020-05-28 08:35:27.219833,913,11260
1230,이것은 리뷰입니다,5,2020-05-28 08:35:27.234868,2020-05-28 08:35:27.234868,919,11260
1231,이것은 리뷰입니다,5,2020-05-28 08:35:27.260794,2020-05-28 08:35:27.260794,929,11260
1232,이것은 리뷰입니다,4,2020-05-28 08:35:27.277714,2020-05-28 08:35:27.277714,935,11260
1233,이것은 리뷰입니다,4,2020-05-28 08:35:27.290642,2020-05-28 08:35:27.290642,938,11260
1234,이것은 리뷰입니다,5,2020-05-28 08:35:27.299656,2020-05-28 08:35:27.299656,941,11260
1235,이것은 리뷰입니다,4,2020-05-28 08:35:27.333527,2020-05-28 08:35:27.333527,954,11260
1236,이것은 리뷰입니다,2,2020-05-28 08:35:27.356542,2020-05-28 08:35:27.356542,962,11260
1237,이것은 리뷰입니다,4,2020-05-28 08:35:27.424285,2020-05-28 08:35:27.424285,983,11260
1238,이것은 리뷰입니다,4,2020-05-28 08:35:27.534032,2020-05-28 08:35:27.534032,1013,11260
1239,이것은 리뷰입니다,5,2020-05-28 08:35:27.543970,2020-05-28 08:35:27.543970,1015,11260
1240,이것은 리뷰입니다,4,2020-05-28 08:35:27.566906,2020-05-28 08:35:27.566906,1020,11260
1241,이것은 리뷰입니다,4,2020-05-28 08:35:27.663645,2020-05-28 08:35:27.663645,1044,11260
1242,이것은 리뷰입니다,4,2020-05-28 08:35:27.722561,2020-05-28 08:35:27.722561,1057,11260
1243,이것은 리뷰입니다,5,2020-05-28 08:35:27.842240,2020-05-28 08:35:27.842240,1089,11260
1244,이것은 리뷰입니다,4,2020-05-28 08:35:27.878142,2020-05-28 08:35:27.878142,1096,11260
1245,이것은 리뷰입니다,4,2020-05-28 08:35:27.891108,2020-05-28 08:35:27.891108,1098,11260
1246,이것은 리뷰입니다,4,2020-05-28 08:35:27.987851,2020-05-28 08:35:27.987851,1123,11260
1247,이것은 리뷰입니다,4,2020-05-28 08:35:28.014778,2020-05-28 08:35:28.014778,1129,11260
1248,이것은 리뷰입니다,4,2020-05-28 08:35:28.029737,2020-05-28 08:35:28.029737,1131,11260
1249,이것은 리뷰입니다,3,2020-05-28 08:38:38.476598,2020-05-28 08:38:38.476598,69,14821
1250,이것은 리뷰입니다,3,2020-05-28 08:38:38.514525,2020-05-28 08:38:38.514525,81,14821
1251,이것은 리뷰입니다,3,2020-05-28 08:38:38.760065,2020-05-28 08:38:38.760065,190,14821
1252,이것은 리뷰입니다,4,2020-05-28 08:38:38.795883,2020-05-28 08:38:38.795883,207,14821
1253,이것은 리뷰입니다,4,2020-05-28 08:38:38.871681,2020-05-28 08:38:38.871681,238,14821
1254,이것은 리뷰입니다,4,2020-05-28 08:38:38.982816,2020-05-28 08:38:38.982816,282,14821
1255,이것은 리뷰입니다,4,2020-05-28 08:38:39.147416,2020-05-28 08:38:39.147416,354,14821
1256,이것은 리뷰입니다,3,2020-05-28 08:38:39.175662,2020-05-28 08:38:39.175662,363,14821
1257,이것은 리뷰입니다,3,2020-05-28 08:38:39.245510,2020-05-28 08:38:39.245510,396,14821
1258,이것은 리뷰입니다,3,2020-05-28 08:38:39.304456,2020-05-28 08:38:39.304456,419,14821
1259,이것은 리뷰입니다,3,2020-05-28 08:38:39.332339,2020-05-28 08:38:39.332339,429,14821
1260,이것은 리뷰입니다,3,2020-05-28 08:38:39.398685,2020-05-28 08:38:39.398685,456,14821
1261,이것은 리뷰입니다,4,2020-05-28 08:38:39.591487,2020-05-28 08:38:39.591487,543,14821
1262,이것은 리뷰입니다,4,2020-05-28 08:38:39.751752,2020-05-28 08:38:39.751752,609,14821
1263,이것은 리뷰입니다,3,2020-05-28 08:38:39.815584,2020-05-28 08:38:39.815584,633,14821
1264,이것은 리뷰입니다,3,2020-05-28 08:38:39.945287,2020-05-28 08:38:39.945287,691,14821
1265,이것은 리뷰입니다,4,2020-05-28 08:38:39.982190,2020-05-28 08:38:39.982190,707,14821
1266,이것은 리뷰입니다,3,2020-05-28 08:38:40.004133,2020-05-28 08:38:40.004133,715,14821
1267,이것은 리뷰입니다,3,2020-05-28 08:38:40.066964,2020-05-28 08:38:40.066964,738,14821
1268,이것은 리뷰입니다,3,2020-05-28 08:38:40.106942,2020-05-28 08:38:40.106942,754,14821
1269,이것은 리뷰입니다,3,2020-05-28 08:38:40.265465,2020-05-28 08:38:40.265465,820,14821
1270,이것은 리뷰입니다,3,2020-05-28 08:38:40.301369,2020-05-28 08:38:40.301369,834,14821
1271,이것은 리뷰입니다,3,2020-05-28 08:38:40.353230,2020-05-28 08:38:40.353230,855,14821
1272,이것은 리뷰입니다,4,2020-05-28 08:38:40.496311,2020-05-28 08:38:40.496311,917,14821
1273,이것은 리뷰입니다,3,2020-05-28 08:38:40.556386,2020-05-28 08:38:40.556386,942,14821
1274,이것은 리뷰입니다,3,2020-05-28 08:38:40.591291,2020-05-28 08:38:40.591291,955,14821
1275,이것은 리뷰입니다,4,2020-05-28 08:38:40.670069,2020-05-28 08:38:40.670069,990,14821
1276,이것은 리뷰입니다,4,2020-05-28 08:38:40.687065,2020-05-28 08:38:40.687065,994,14821
1277,이것은 리뷰입니다,3,2020-05-28 08:38:40.698991,2020-05-28 08:38:40.698991,996,14821
1278,이것은 리뷰입니다,3,2020-05-28 08:38:40.779687,2020-05-28 08:38:40.779687,1033,14821
1279,이것은 리뷰입니다,3,2020-05-28 08:38:40.788662,2020-05-28 08:38:40.788662,1034,14821
1280,이것은 리뷰입니다,3,2020-05-28 08:38:40.859511,2020-05-28 08:38:40.859511,1060,14821
1281,이것은 리뷰입니다,3,2020-05-28 08:38:40.868485,2020-05-28 08:38:40.868485,1061,14821
1282,이것은 리뷰입니다,4,2020-05-28 08:38:40.926365,2020-05-28 08:38:40.926365,1086,14821
1283,이것은 리뷰입니다,4,2020-05-28 08:38:40.937580,2020-05-28 08:38:40.937580,1089,14821
1284,이것은 리뷰입니다,4,2020-05-28 08:38:40.979462,2020-05-28 08:38:40.979462,1106,14821
1285,이것은 리뷰입니다,4,2020-05-28 08:38:40.991422,2020-05-28 08:38:40.991422,1108,14821
1286,이것은 리뷰입니다,3,2020-05-28 08:38:49.603016,2020-05-28 08:38:49.603016,33,14822
1287,이것은 리뷰입니다,3,2020-05-28 08:38:49.729710,2020-05-28 08:38:49.729710,87,14822
1288,이것은 리뷰입니다,3,2020-05-28 08:38:49.772596,2020-05-28 08:38:49.772596,103,14822
1289,이것은 리뷰입니다,3,2020-05-28 08:38:49.811492,2020-05-28 08:38:49.811492,118,14822
1290,이것은 리뷰입니다,3,2020-05-28 08:38:49.841444,2020-05-28 08:38:49.841444,129,14822
1291,이것은 리뷰입니다,4,2020-05-28 08:38:49.873384,2020-05-28 08:38:49.873384,143,14822
1292,이것은 리뷰입니다,4,2020-05-28 08:38:49.904982,2020-05-28 08:38:49.904982,155,14822
1293,이것은 리뷰입니다,3,2020-05-28 08:38:49.929955,2020-05-28 08:38:49.929955,164,14822
1294,이것은 리뷰입니다,3,2020-05-28 08:38:49.964818,2020-05-28 08:38:49.964818,176,14822
1295,이것은 리뷰입니다,4,2020-05-28 08:38:50.094434,2020-05-28 08:38:50.094434,238,14822
1296,이것은 리뷰입니다,3,2020-05-28 08:38:50.152310,2020-05-28 08:38:50.152310,262,14822
1297,이것은 리뷰입니다,3,2020-05-28 08:38:50.174342,2020-05-28 08:38:50.174342,270,14822
1298,이것은 리뷰입니다,3,2020-05-28 08:38:50.240924,2020-05-28 08:38:50.240924,298,14822
1299,이것은 리뷰입니다,4,2020-05-28 08:38:50.316264,2020-05-28 08:38:50.316264,312,14822
1300,이것은 리뷰입니다,3,2020-05-28 08:38:50.454860,2020-05-28 08:38:50.454860,377,14822
1301,이것은 리뷰입니다,3,2020-05-28 08:38:50.644465,2020-05-28 08:38:50.644465,459,14822
1302,이것은 리뷰입니다,3,2020-05-28 08:38:50.689324,2020-05-28 08:38:50.689324,475,14822
1303,이것은 리뷰입니다,3,2020-05-28 08:38:50.796998,2020-05-28 08:38:50.796998,527,14822
1304,이것은 리뷰입니다,4,2020-05-28 08:38:50.868841,2020-05-28 08:38:50.868841,559,14822
1305,이것은 리뷰입니다,3,2020-05-28 08:38:50.879817,2020-05-28 08:38:50.879817,561,14822
1306,이것은 리뷰입니다,3,2020-05-28 08:38:51.019402,2020-05-28 08:38:51.019402,621,14822
1307,이것은 리뷰입니다,3,2020-05-28 08:38:51.038353,2020-05-28 08:38:51.038353,627,14822
1308,이것은 리뷰입니다,3,2020-05-28 08:38:51.338592,2020-05-28 08:38:51.338592,766,14822
1309,이것은 리뷰입니다,3,2020-05-28 08:38:51.381478,2020-05-28 08:38:51.381478,785,14822
1310,이것은 리뷰입니다,3,2020-05-28 08:38:51.453328,2020-05-28 08:38:51.453328,815,14822
1311,이것은 리뷰입니다,4,2020-05-28 08:38:51.513250,2020-05-28 08:38:51.513250,844,14822
1312,이것은 리뷰입니다,4,2020-05-28 08:38:51.520310,2020-05-28 08:38:51.520310,845,14822
1313,이것은 리뷰입니다,3,2020-05-28 08:38:51.534193,2020-05-28 08:38:51.534193,848,14822
1314,이것은 리뷰입니다,4,2020-05-28 08:38:51.712096,2020-05-28 08:38:51.712096,929,14822
1315,이것은 리뷰입니다,3,2020-05-28 08:38:51.952956,2020-05-28 08:38:51.952956,1037,14822
1316,이것은 리뷰입니다,4,2020-05-28 08:38:52.055015,2020-05-28 08:38:52.055015,1079,14822
1317,이것은 리뷰입니다,4,2020-05-28 08:38:52.122352,2020-05-28 08:38:52.122352,1111,14822
1318,이것은 리뷰입니다,4,2020-05-28 08:44:18.296307,2020-05-28 08:44:18.296307,40,1829
1319,이것은 리뷰입니다,3,2020-05-28 08:44:18.308273,2020-05-28 08:44:18.308273,42,1829
1320,이것은 리뷰입니다,4,2020-05-28 08:44:18.334172,2020-05-28 08:44:18.334172,52,1829
1321,이것은 리뷰입니다,5,2020-05-28 08:44:18.347137,2020-05-28 08:44:18.347137,56,1829
1322,이것은 리뷰입니다,5,2020-05-28 08:44:18.355117,2020-05-28 08:44:18.355117,58,1829
1323,이것은 리뷰입니다,5,2020-05-28 08:44:18.365102,2020-05-28 08:44:18.365102,60,1829
1324,이것은 리뷰입니다,3,2020-05-28 08:44:18.373094,2020-05-28 08:44:18.373094,61,1829
1325,이것은 리뷰입니다,5,2020-05-28 08:44:18.389202,2020-05-28 08:44:18.389202,67,1829
1326,이것은 리뷰입니다,5,2020-05-28 08:44:18.419119,2020-05-28 08:44:18.419119,79,1829
1327,이것은 리뷰입니다,5,2020-05-28 08:44:18.444018,2020-05-28 08:44:18.444018,87,1829
1328,이것은 리뷰입니다,5,2020-05-28 08:44:18.456148,2020-05-28 08:44:18.456148,90,1829
1329,이것은 리뷰입니다,5,2020-05-28 08:44:18.470031,2020-05-28 08:44:18.470031,93,1829
1330,이것은 리뷰입니다,3,2020-05-28 08:44:18.494004,2020-05-28 08:44:18.494004,101,1829
1331,이것은 리뷰입니다,5,2020-05-28 08:44:18.514909,2020-05-28 08:44:18.514909,108,1829
1332,이것은 리뷰입니다,5,2020-05-28 08:44:18.557001,2020-05-28 08:44:18.557001,126,1829
1333,이것은 리뷰입니다,5,2020-05-28 08:44:18.566973,2020-05-28 08:44:18.566973,128,1829
1334,이것은 리뷰입니다,4,2020-05-28 08:44:18.574951,2020-05-28 08:44:18.574951,129,1829
1335,이것은 리뷰입니다,5,2020-05-28 08:44:18.587917,2020-05-28 08:44:18.587917,132,1829
1336,이것은 리뷰입니다,4,2020-05-28 08:44:18.605908,2020-05-28 08:44:18.605908,139,1829
1337,이것은 리뷰입니다,4,2020-05-28 08:44:18.612883,2020-05-28 08:44:18.612883,140,1829
1338,이것은 리뷰입니다,3,2020-05-28 08:44:18.638781,2020-05-28 08:44:18.638781,150,1829
1339,이것은 리뷰입니다,3,2020-05-28 08:44:18.679672,2020-05-28 08:44:18.679672,167,1829
1340,이것은 리뷰입니다,5,2020-05-28 08:44:18.716575,2020-05-28 08:44:18.716575,180,1829
1341,이것은 리뷰입니다,4,2020-05-28 08:44:18.729540,2020-05-28 08:44:18.729540,184,1829
1342,이것은 리뷰입니다,4,2020-05-28 08:44:18.739512,2020-05-28 08:44:18.739512,185,1829
1343,이것은 리뷰입니다,3,2020-05-28 08:44:18.751480,2020-05-28 08:44:18.751480,188,1829
1344,이것은 리뷰입니다,5,2020-05-28 08:44:18.770429,2020-05-28 08:44:18.770429,194,1829
1345,이것은 리뷰입니다,4,2020-05-28 08:44:18.784392,2020-05-28 08:44:18.784392,200,1829
1346,이것은 리뷰입니다,3,2020-05-28 08:44:18.791373,2020-05-28 08:44:18.791373,201,1829
1347,이것은 리뷰입니다,4,2020-05-28 08:44:18.808327,2020-05-28 08:44:18.808327,208,1829
1348,이것은 리뷰입니다,4,2020-05-28 08:44:18.817304,2020-05-28 08:44:18.817304,209,1829
1349,이것은 리뷰입니다,5,2020-05-28 08:44:18.842239,2020-05-28 08:44:18.842239,217,1829
1350,이것은 리뷰입니다,5,2020-05-28 08:44:18.858230,2020-05-28 08:44:18.858230,221,1829
1351,이것은 리뷰입니다,4,2020-05-28 08:44:18.869568,2020-05-28 08:44:18.869568,223,1829
1352,이것은 리뷰입니다,3,2020-05-28 08:44:18.881271,2020-05-28 08:44:18.881271,227,1829
1353,이것은 리뷰입니다,3,2020-05-28 08:44:18.888252,2020-05-28 08:44:18.888252,228,1829
1354,이것은 리뷰입니다,5,2020-05-28 08:44:18.897228,2020-05-28 08:44:18.897228,229,1829
1355,이것은 리뷰입니다,3,2020-05-28 08:44:18.912188,2020-05-28 08:44:18.912188,234,1829
1356,이것은 리뷰입니다,4,2020-05-28 08:44:18.920200,2020-05-28 08:44:18.920200,235,1829
1357,이것은 리뷰입니다,4,2020-05-28 08:44:18.929143,2020-05-28 08:44:18.929143,236,1829
1358,이것은 리뷰입니다,4,2020-05-28 08:44:18.960061,2020-05-28 08:44:18.960061,248,1829
1359,이것은 리뷰입니다,3,2020-05-28 08:44:18.972064,2020-05-28 08:44:18.972064,251,1829
1360,이것은 리뷰입니다,3,2020-05-28 08:44:18.993609,2020-05-28 08:44:18.993609,259,1829
1361,이것은 리뷰입니다,3,2020-05-28 08:44:19.000627,2020-05-28 08:44:19.000627,260,1829
1362,이것은 리뷰입니다,4,2020-05-28 08:44:19.008570,2020-05-28 08:44:19.008570,261,1829
1363,이것은 리뷰입니다,4,2020-05-28 08:44:19.017625,2020-05-28 08:44:19.017625,263,1829
1364,이것은 리뷰입니다,5,2020-05-28 08:44:19.039568,2020-05-28 08:44:19.039568,271,1829
1365,이것은 리뷰입니다,5,2020-05-28 08:44:19.052452,2020-05-28 08:44:19.052452,275,1829
1366,이것은 리뷰입니다,3,2020-05-28 08:44:19.081503,2020-05-28 08:44:19.081503,287,1829
1367,이것은 리뷰입니다,4,2020-05-28 08:44:19.089523,2020-05-28 08:44:19.089523,288,1829
1368,이것은 리뷰입니다,4,2020-05-28 08:44:19.105483,2020-05-28 08:44:19.105483,293,1829
1369,이것은 리뷰입니다,4,2020-05-28 08:44:19.114376,2020-05-28 08:44:19.114376,295,1829
1370,이것은 리뷰입니다,3,2020-05-28 08:44:19.130413,2020-05-28 08:44:19.130413,299,1829
1371,이것은 리뷰입니다,5,2020-05-28 08:44:19.140336,2020-05-28 08:44:19.140336,302,1829
1372,이것은 리뷰입니다,3,2020-05-28 08:44:19.169230,2020-05-28 08:44:19.169230,314,1829
1373,이것은 리뷰입니다,5,2020-05-28 08:44:19.183192,2020-05-28 08:44:19.183192,318,1829
1374,이것은 리뷰입니다,3,2020-05-28 08:44:19.222090,2020-05-28 08:44:19.222090,334,1829
1375,이것은 리뷰입니다,5,2020-05-28 08:44:19.248057,2020-05-28 08:44:19.248057,345,1829
1376,이것은 리뷰입니다,5,2020-05-28 08:44:19.262997,2020-05-28 08:44:19.262997,350,1829
1377,이것은 리뷰입니다,4,2020-05-28 08:44:19.270975,2020-05-28 08:44:19.270975,351,1829
1378,이것은 리뷰입니다,3,2020-05-28 08:44:19.287930,2020-05-28 08:44:19.287930,356,1829
1379,이것은 리뷰입니다,5,2020-05-28 08:44:19.296984,2020-05-28 08:44:19.296984,358,1829
1380,이것은 리뷰입니다,3,2020-05-28 08:44:19.331260,2020-05-28 08:44:19.331260,374,1829
1381,이것은 리뷰입니다,4,2020-05-28 08:44:19.339160,2020-05-28 08:44:19.339160,375,1829
1382,이것은 리뷰입니다,3,2020-05-28 08:44:19.348136,2020-05-28 08:44:19.348136,376,1829
1383,이것은 리뷰입니다,5,2020-05-28 08:44:19.355148,2020-05-28 08:44:19.355148,377,1829
1384,이것은 리뷰입니다,4,2020-05-28 08:44:19.399038,2020-05-28 08:44:19.399038,396,1829
1385,이것은 리뷰입니다,3,2020-05-28 08:44:19.424014,2020-05-28 08:44:19.424014,404,1829
1386,이것은 리뷰입니다,5,2020-05-28 08:44:19.433985,2020-05-28 08:44:19.433985,406,1829
1387,이것은 리뷰입니다,3,2020-05-28 08:44:19.457351,2020-05-28 08:44:19.457351,409,1829
1388,이것은 리뷰입니다,5,2020-05-28 08:44:19.466328,2020-05-28 08:44:19.466328,410,1829
1389,이것은 리뷰입니다,4,2020-05-28 08:44:19.477298,2020-05-28 08:44:19.477298,413,1829
1390,이것은 리뷰입니다,4,2020-05-28 08:44:19.487308,2020-05-28 08:44:19.487308,416,1829
1391,이것은 리뷰입니다,3,2020-05-28 08:44:19.500238,2020-05-28 08:44:19.500238,419,1829
1392,이것은 리뷰입니다,5,2020-05-28 08:44:19.509595,2020-05-28 08:44:19.509595,420,1829
1393,이것은 리뷰입니다,5,2020-05-28 08:44:19.540784,2020-05-28 08:44:19.540784,432,1829
1394,이것은 리뷰입니다,5,2020-05-28 08:44:19.551753,2020-05-28 08:44:19.551753,434,1829
1395,이것은 리뷰입니다,4,2020-05-28 08:44:19.562756,2020-05-28 08:44:19.562756,436,1829
1396,이것은 리뷰입니다,3,2020-05-28 08:44:19.581673,2020-05-28 08:44:19.582705,443,1829
1397,이것은 리뷰입니다,4,2020-05-28 08:44:19.591447,2020-05-28 08:44:19.591447,445,1829
1398,이것은 리뷰입니다,5,2020-05-28 08:44:19.599388,2020-05-28 08:44:19.599388,446,1829
1399,이것은 리뷰입니다,5,2020-05-28 08:44:19.607401,2020-05-28 08:44:19.607401,447,1829
1400,이것은 리뷰입니다,5,2020-05-28 08:44:19.630342,2020-05-28 08:44:19.630342,455,1829
1401,이것은 리뷰입니다,5,2020-05-28 08:44:19.639281,2020-05-28 08:44:19.639281,456,1829
1402,이것은 리뷰입니다,5,2020-05-28 08:44:19.655276,2020-05-28 08:44:19.655276,461,1829
1403,이것은 리뷰입니다,5,2020-05-28 08:44:19.668232,2020-05-28 08:44:19.668232,462,1829
1404,이것은 리뷰입니다,4,2020-05-28 08:44:19.695133,2020-05-28 08:44:19.695133,472,1829
1405,이것은 리뷰입니다,3,2020-05-28 08:44:19.725090,2020-05-28 08:44:19.725090,483,1829
1406,이것은 리뷰입니다,4,2020-05-28 08:44:19.743422,2020-05-28 08:44:19.743422,491,1829
1407,이것은 리뷰입니다,3,2020-05-28 08:44:19.753396,2020-05-28 08:44:19.753396,493,1829
1408,이것은 리뷰입니다,4,2020-05-28 08:44:19.761368,2020-05-28 08:44:19.761368,495,1829
1409,이것은 리뷰입니다,4,2020-05-28 08:44:19.780283,2020-05-28 08:44:19.780283,503,1829
1410,이것은 리뷰입니다,5,2020-05-28 08:44:19.788258,2020-05-28 08:44:19.788258,504,1829
1411,이것은 리뷰입니다,5,2020-05-28 08:44:19.796241,2020-05-28 08:44:19.796241,505,1829
1412,이것은 리뷰입니다,4,2020-05-28 08:44:19.810165,2020-05-28 08:44:19.810165,508,1829
1413,이것은 리뷰입니다,5,2020-05-28 08:44:19.817185,2020-05-28 08:44:19.817185,509,1829
1414,이것은 리뷰입니다,3,2020-05-28 08:44:19.826120,2020-05-28 08:44:19.826120,511,1829
1415,이것은 리뷰입니다,5,2020-05-28 08:44:19.836096,2020-05-28 08:44:19.836096,513,1829
1416,이것은 리뷰입니다,3,2020-05-28 08:44:19.847148,2020-05-28 08:44:19.847148,518,1829
1417,이것은 리뷰입니다,5,2020-05-28 08:44:19.864052,2020-05-28 08:44:19.864052,523,1829
1418,이것은 리뷰입니다,3,2020-05-28 08:44:19.879977,2020-05-28 08:44:19.881010,529,1829
1419,이것은 리뷰입니다,5,2020-05-28 08:44:19.894937,2020-05-28 08:44:19.894937,533,1829
1420,이것은 리뷰입니다,4,2020-05-28 08:44:19.909898,2020-05-28 08:44:19.909898,538,1829
1421,이것은 리뷰입니다,5,2020-05-28 08:44:19.917875,2020-05-28 08:44:19.918954,539,1829
1422,이것은 리뷰입니다,3,2020-05-28 08:44:19.930879,2020-05-28 08:44:19.930879,544,1829
1423,이것은 리뷰입니다,4,2020-05-28 08:44:19.938901,2020-05-28 08:44:19.938901,545,1829
1424,이것은 리뷰입니다,3,2020-05-28 08:44:19.947797,2020-05-28 08:44:19.947797,548,1829
1425,이것은 리뷰입니다,4,2020-05-28 08:44:19.991754,2020-05-28 08:44:19.991754,565,1829
1426,이것은 리뷰입니다,4,2020-05-28 08:44:20.002727,2020-05-28 08:44:20.002727,567,1829
1427,이것은 리뷰입니다,5,2020-05-28 08:44:20.037628,2020-05-28 08:44:20.037628,581,1829
1428,이것은 리뷰입니다,3,2020-05-28 08:44:20.050606,2020-05-28 08:44:20.050606,584,1829
1429,이것은 리뷰입니다,3,2020-05-28 08:44:20.062340,2020-05-28 08:44:20.062340,587,1829
1430,이것은 리뷰입니다,5,2020-05-28 08:44:20.072314,2020-05-28 08:44:20.072314,590,1829
1431,이것은 리뷰입니다,4,2020-05-28 08:44:20.085279,2020-05-28 08:44:20.085279,594,1829
1432,이것은 리뷰입니다,3,2020-05-28 08:44:20.096250,2020-05-28 08:44:20.096250,596,1829
1433,이것은 리뷰입니다,5,2020-05-28 08:44:20.118191,2020-05-28 08:44:20.118191,603,1829
1434,이것은 리뷰입니다,5,2020-05-28 08:44:20.136143,2020-05-28 08:44:20.136143,608,1829
1435,이것은 리뷰입니다,3,2020-05-28 08:44:20.143124,2020-05-28 08:44:20.143124,609,1829
1436,이것은 리뷰입니다,5,2020-05-28 08:44:20.168059,2020-05-28 08:44:20.168059,618,1829
1437,이것은 리뷰입니다,5,2020-05-28 08:44:20.190000,2020-05-28 08:44:20.190000,627,1829
1438,이것은 리뷰입니다,4,2020-05-28 08:44:20.218929,2020-05-28 08:44:20.218929,636,1829
1439,이것은 리뷰입니다,5,2020-05-28 08:44:20.253829,2020-05-28 08:44:20.253829,649,1829
1440,이것은 리뷰입니다,4,2020-05-28 08:44:20.260810,2020-05-28 08:44:20.260810,650,1829
1441,이것은 리뷰입니다,3,2020-05-28 08:44:20.268789,2020-05-28 08:44:20.268789,651,1829
1442,이것은 리뷰입니다,3,2020-05-28 08:44:20.282751,2020-05-28 08:44:20.282751,655,1829
1443,이것은 리뷰입니다,5,2020-05-28 08:44:20.307685,2020-05-28 08:44:20.307685,664,1829
1444,이것은 리뷰입니다,5,2020-05-28 08:44:20.347579,2020-05-28 08:44:20.347579,682,1829
1445,이것은 리뷰입니다,5,2020-05-28 08:44:20.361541,2020-05-28 08:44:20.361541,686,1829
1446,이것은 리뷰입니다,4,2020-05-28 08:44:20.389466,2020-05-28 08:44:20.389466,697,1829
1447,이것은 리뷰입니다,5,2020-05-28 08:44:20.404464,2020-05-28 08:44:20.404464,702,1829
1448,이것은 리뷰입니다,4,2020-05-28 08:44:20.412442,2020-05-28 08:44:20.412442,704,1829
1449,이것은 리뷰입니다,4,2020-05-28 08:44:20.420421,2020-05-28 08:44:20.420421,705,1829
1450,이것은 리뷰입니다,3,2020-05-28 08:44:20.429397,2020-05-28 08:44:20.430395,708,1829
1451,이것은 리뷰입니다,4,2020-05-28 08:44:20.444358,2020-05-28 08:44:20.444358,712,1829
1452,이것은 리뷰입니다,4,2020-05-28 08:44:20.456325,2020-05-28 08:44:20.456325,716,1829
1453,이것은 리뷰입니다,5,2020-05-28 08:44:20.469291,2020-05-28 08:44:20.469291,720,1829
1454,이것은 리뷰입니다,5,2020-05-28 08:44:20.491232,2020-05-28 08:44:20.491232,727,1829
1455,이것은 리뷰입니다,4,2020-05-28 08:44:20.501238,2020-05-28 08:44:20.501238,729,1829
1456,이것은 리뷰입니다,4,2020-05-28 08:44:20.515694,2020-05-28 08:44:20.515694,733,1829
1457,이것은 리뷰입니다,3,2020-05-28 08:44:20.525069,2020-05-28 08:44:20.525069,735,1829
1458,이것은 리뷰입니다,5,2020-05-28 08:44:20.535050,2020-05-28 08:44:20.535050,737,1829
